Movie,ReleaseYear,Director,Duration,Budget,Gross,UserReviews,CriticReviews,IMDBVotes,IMDBScore,InflationTo2016,BudgetInf,GrossInf
The Devil Inside,2012,William Brent Bell,83,1000000,53245055,290,225,30570,4.2,1.05,1050000,55907307.75
The Dictator,2012,Larry Charles,99,65000000,59617068,310,313,213863,6.4,1.05,68250000,62597921.4
The Expendables 2,2012,Simon West,103,92000000,85017401,474,383,246803,6.7,1.05,96600000,89268271.05
The Five-Year Engagement,2012,Nicholas Stoller,131,30000000,28644770,141,232,78974,6.2,1.05,31500000,30077008.5
The Ghastly Love of Johnny X,2012,Paul Bunnell,106,2000000,2436,19,94,344,5.7,1.05,2100000,2557.8
The Guilt Trip,2012,Anne Fletcher,95,40000000,37101011,103,147,30394,5.8,1.05,42000000,38956061.55
The Hobbit: An Unexpected Journey,2012,Peter Jackson,182,180000000,303001229,1367,645,637246,7.9,1.05,189000000,318151290.5
The Hunger Games,2012,Gary Ross,142,78000000,407999255,1959,673,701607,7.3,1.05,81900000,428399217.8
The Iceman,2012,Ariel Vromen,106,10000000,1939441,144,221,55567,6.9,1.05,10500000,2036413.05
The Lords of Salem,2012,Rob Zombie,101,2500000,1163508,166,234,20376,5.1,1.05,2625000,1221683.4
The Lucky One,2012,Scott Hicks,101,25000000,60443237,106,170,76882,6.5,1.05,26250000,63465398.85
The Man with the Iron Fists,2012,RZA,107,15000000,15608545,224,208,53471,5.4,1.05,15750000,16388972.25
The Master,2012,Paul Thomas Anderson,144,32000000,16377274,405,546,105144,7.1,1.05,33600000,17196137.7
The Odd Life of Timothy Green,2012,Peter Hedges,105,25000000,51853450,110,169,37398,6.6,1.05,26250000,54446122.5
The Oogieloves in the Big Balloon Adventure,2012,Matthew Diamond,88,20000000,1064277,83,28,14015,6.7,1.05,21000000,1117490.85
The Other Dream Team,2012,Marius A. Markevicius,89,500000,133778,9,26,3086,8.4,1.05,525000,140466.9
The Perks of Being a Wallflower,2012,Stephen Chbosky,102,13000000,17738570,457,364,351274,8,1.05,13650000,18625498.5
The Place Beyond the Pines,2012,Derek Cianfrance,140,15000000,21383298,376,417,187170,7.3,1.05,15750000,22452462.9
The Possession,2012,Ole Bornedal,92,14000000,49122319,162,264,47169,5.9,1.05,14700000,51578434.95
The Raven,2012,James McTeigue,110,26000000,16005978,190,265,72886,6.4,1.05,27300000,16806276.9
The Sessions,2012,Ben Lewin,95,1000000,5997134,126,337,36381,7.2,1.05,1050000,6296990.7
The Three Stooges,2012,Bobby Farrelly,92,30000000,44328238,189,162,25484,5.1,1.05,31500000,46544649.9
The Twilight Saga: Breaking Dawn - Part 2,2012,Bill Condon,115,120000000,292298923,329,322,185394,5.5,1.05,126000000,306913869.2
The Vow,2012,Michael Sucsy,104,30000000,125014030,164,214,145852,6.8,1.05,31500000,131264731.5
The Watch,2012,Akiva Schaffer,102,68000000,34350553,207,265,104072,5.7,1.05,71400000,36068080.65
The Words,2012,Brian Klugman,102,6000000,11434867,130,216,59637,7.1,1.05,6300000,12006610.35
Think Like a Man,2012,Tim Story,122,12000000,91547205,62,77,34579,6.6,1.05,12600000,96124565.25
This Is 40,2012,Judd Apatow,134,35000000,67523385,248,285,104005,6.2,1.05,36750000,70899554.25
This Means War,2012,McG,103,65000000,54758461,238,241,147641,6.3,1.05,68250000,57496384.05
Tim and Eric's Billion Dollar Movie,2012,Tim Heidecker,93,3000000,200803,71,82,7988,5.3,1.05,3150000,210843.15
To Rome with Love,2012,Woody Allen,112,17000000,16684352,163,275,67893,6.3,1.05,17850000,17518569.6
Trouble with the Curve,2012,Robert Lorenz,111,60000000,35754555,150,239,47954,6.8,1.05,63000000,37542282.75
Underworld: Awakening,2012,Måns Mårlind,88,70000000,62321039,271,242,117096,6.4,1.05,73500000,65437090.95
Vamps,2012,Amy Heckerling,92,16000000,2964,42,54,7444,5.1,1.05,16800000,3112.2
Wanderlust,2012,David Wain,98,35000000,17225675,139,163,62198,5.6,1.05,36750000,18086958.75
What to Expect When You're Expecting,2012,Kirk Jones,110,40000000,41102171,89,170,57266,5.7,1.05,42000000,43157279.55
Won't Back Down,2012,Daniel Barnz,121,19000000,5308553,37,102,5147,6.4,1.05,19950000,5573980.65
Wrath of the Titans,2012,Jonathan Liebesman,99,150000000,83640426,253,310,152826,5.8,1.05,157500000,87822447.3
Wreck-It Ralph,2012,Rich Moore,101,165000000,189412677,345,377,272534,7.8,1.05,173250000,198883310.9
Zero Dark Thirty,2012,Kathryn Bigelow,157,40000000,95720716,640,558,216032,7.4,1.05,42000000,100506751.8
42,2013,Brian Helgeland,128,40000000,95001343,200,216,66511,7.5,1.03,41200000,97851383.29
12 Years a Slave,2013,Steve McQueen,134,20000000,56667870,695,597,439176,8.1,1.03,20600000,58367906.1
2 Guns,2013,Baltasar Kormákur,109,61000000,75573300,172,265,156898,6.7,1.03,62830000,77840499
20 Feet from Stardom,2013,Morgan Neville,91,1000000,4946250,80,149,9540,7.4,1.03,1030000,5094637.5
21 & Over,2013,Jon Lucas,93,13000000,25675765,84,168,60407,5.9,1.03,13390000,26446037.95
47 Ronin,2013,Carl Rinsch,128,175000000,38297305,324,218,116994,6.3,1.03,180250000,39446224.15
A Good Day to Die Hard,2013,John Moore,101,92000000,67344392,503,412,165618,5.3,1.03,94760000,69364723.76
A Haunted House,2013,Michael Tiddes,86,2500000,40041683,107,129,34620,5.1,1.03,2575000,41242933.49
A Madea Christmas,2013,Tyler Perry,100,25000000,52528330,27,24,4265,4.7,1.03,25750000,54104179.9
Admission,2013,Paul Weitz,107,13000000,18004225,87,150,28573,5.7,1.03,13390000,18544351.75
After Earth,2013,M. Night Shyamalan,100,130000000,60522097,744,349,158720,4.9,1.03,133900000,62337759.91
All Is Lost,2013,J.C. Chandor,106,9000000,6262942,312,346,59545,6.9,1.03,9270000,6450830.26
American Hustle,2013,David O. Russell,138,40000000,150117807,751,538,358416,7.3,1.03,41200000,154621341.2
Anchorman 2: The Legend Continues,2013,Adam McKay,143,50000000,2175312,346,272,131227,6.3,1.03,51500000,2240571.36
August: Osage County,2013,John Wells,121,25000000,37738400,285,322,67797,7.3,1.03,25750000,38870552
Bad Grandpa,2013,Jeff Tremaine,102,15000000,101978840,162,157,77724,6.6,1.03,15450000,105038205.2
Bad Words,2013,Jason Bateman,89,10000000,7764027,119,126,38459,6.7,1.03,10300000,7996947.81
Baggage Claim,2013,David E. Talbert,96,8500000,21564616,41,52,7098,5,1.03,8755000,22211554.48
Battle of the Year,2013,Benson Lee,110,20000000,8888355,25,65,7894,5,1.03,20600000,9155005.65
Beautiful Creatures,2013,Richard LaGravenese,124,60000000,19445217,258,231,67796,6.2,1.03,61800000,20028573.51
Before Midnight,2013,Richard Linklater,109,3000000,8114507,270,405,95362,7.9,1.03,3090000,8357942.21
Begin Again,2013,John Carney,104,8000000,16168741,182,283,99430,7.4,1.03,8240000,16653803.23
Black Nativity,2013,Kasi Lemmons,93,17500000,7017178,17,40,1633,4.4,1.03,18025000,7227693.34
Blue Jasmine,2013,Woody Allen,98,18000000,33404871,384,415,150082,7.3,1.03,18540000,34407017.13
Blue Ruin,2013,Jeremy Saulnier,90,1066167,258113,135,279,42678,7.1,1.03,1098152.01,265856.39
Broken City,2013,Allen Hughes,109,35000000,19692608,134,298,63548,6.2,1.03,36050000,20283386.24
Captain Phillips,2013,Paul Greengrass,134,55000000,107100855,527,491,323353,7.9,1.03,56650000,110313880.7
Carrie,2013,Kimberly Peirce,100,30000000,35266619,371,359,108248,5.9,1.03,30900000,36324617.57
Cheap Thrills,2013,E.L. Katz,88,200000,59379,52,193,12796,6.8,1.03,206000,61160.37
Cloudy with a Chance of Meatballs 2,2013,Cody Cameron,95,78000000,119793567,85,169,64387,6.5,1.03,80340000,123387374
Dallas Buyers Club,2013,Jean-Marc Vallée,117,5000000,27296514,340,471,326494,8,1.03,5150000,28115409.42
Dead Man Down,2013,Niels Arden Oplev,118,30000000,10880926,127,217,54147,6.5,1.03,30900000,11207353.78
Delivery Man,2013,Ken Scott,105,26000000,30659817,95,168,59805,6.4,1.03,26780000,31579611.51
Despicable Me 2,2013,Pierre Coffin,98,76000000,368049635,284,306,286877,7.5,1.03,78280000,379091124.1
Don Jon,2013,Joseph Gordon-Levitt,90,3000000,24475193,314,364,190494,6.6,1.03,3090000,25209448.79
Elysium,2013,Neill Blomkamp,109,115000000,93050117,814,476,338087,6.6,1.03,118450000,95841620.51
Ender's Game,2013,Gavin Hood,114,110000000,61656849,554,326,184561,6.7,1.03,113300000,63506554.47
Enough Said,2013,Nicole Holofcener,93,8000000,17536788,142,231,49240,7.1,1.03,8240000,18062891.64
Epic,2013,Chris Wedge,102,100000000,107515297,113,203,85833,6.7,1.03,103000000,110740755.9
Escape from Planet Earth,2013,Cal Brunker,89,40000000,57011847,44,83,20615,5.9,1.03,41200000,58722202.41
Escape Plan,2013,Mikael Håfström,115,50000000,25121291,279,286,177653,6.7,1.03,51500000,25874929.73
Evil Dead,2013,Fede Alvarez,96,17000000,54239856,789,543,125016,6.5,1.03,17510000,55867051.68
Free Birds,2013,Jimmy Hayward,91,55000000,55747724,73,118,18042,5.9,1.03,56650000,57420155.72
Frozen,2013,Chris Buck,102,150000000,400736600,904,406,421658,7.6,1.03,154500000,412758698
Fruitvale Station,2013,Ryan Coogler,85,900000,16097842,168,327,53919,7.5,1.03,927000,16580777.26
G.I. Joe: Retaliation,2013,Jon M. Chu,122,130000000,122512052,288,351,146352,5.8,1.03,133900000,126187413.6
Gangster Squad,2013,Ruben Fleischer,113,60000000,45996718,264,415,173530,6.7,1.03,61800000,47376619.54
Getaway,2013,Courtney Solomon,90,18000000,10494494,109,146,19586,4.4,1.03,18540000,10809328.82
Grace Unplugged,2013,Brad J. Silverman,102,1700000,2507106,21,15,2561,6.1,1.03,1751000,2582319.18
Grown Ups 2,2013,Dennis Dugan,101,80000000,133668525,255,139,107817,5.4,1.03,82400000,137678580.8
Grudge Match,2013,Peter Segal,113,40000000,29802761,115,211,46480,6.4,1.03,41200000,30696843.83
Her,2013,Spike Jonze,126,23000000,25556065,748,574,355126,8,1.03,23690000,26322746.95
Home Run,2013,David Boyd,113,1200000,2859955,32,10,2417,6,1.03,1236000,2945753.65
Homefront,2013,Gary Fleder,100,22000000,19783777,154,203,82804,6.5,1.03,22660000,20377290.31
Identity Thief,2013,Seth Gordon,120,35000000,134455175,232,275,97664,5.7,1.03,36050000,138488830.3
Inside Llewyn Davis,2013,Ethan Coen,104,11000000,13214255,313,535,96233,7.4,1.03,11330000,13610682.65
Insidious: Chapter 2,2013,James Wan,106,5000000,83574831,269,318,109214,6.6,1.03,5150000,86082075.93
Iron Man 3,2013,Shane Black,195,200000000,408992272,1187,608,557489,7.2,1.03,206000000,421262040.2
Jack the Giant Slayer,2013,Bryan Singer,114,195000000,65171860,205,338,106416,6.3,1.03,200850000,67127015.8
Joe,2013,David Gordon Green,117,4000000,371897,118,232,36494,6.9,1.03,4120000,383053.91
Kevin Hart: Let Me Explain,2013,Leslie Small,75,2500000,32230907,30,26,6062,6.7,1.03,2575000,33197834.21
Kick-Ass 2,2013,Jeff Wadlow,103,28000000,28751715,378,350,202967,6.6,1.03,28840000,29614266.45
Labor Day,2013,Jason Reitman,111,18000000,13362308,111,217,31898,6.9,1.03,18540000,13763177.24
Last Vegas,2013,Jon Turteltaub,105,28000000,63910583,173,222,106755,6.6,1.03,28840000,65827900.49
Lee Daniels' The Butler,2013,Lee Daniels,132,30000000,116631310,323,304,87665,7.2,1.03,30900000,120130249.3
Legends of Oz: Dorothy's Return,2013,Will Finn,88,70000000,8460990,54,51,5116,5.6,1.03,72100000,8714819.7
Lone Survivor,2013,Peter Berg,121,40000000,125069696,420,319,203963,7.6,1.03,41200000,128821786.9
Man of Steel,2013,Zack Snyder,143,225000000,291021565,2536,733,548573,7.2,1.03,231750000,299752212
Metallica Through the Never,2013,Nimród Antal,93,32000000,3419967,56,103,13359,7.2,1.03,32960000,3522566.01
Monsters University,2013,Dan Scanlon,104,200000000,268488329,265,376,235025,7.3,1.03,206000000,276542978.9
Movie 43,2013,Elizabeth Banks,94,6000000,8828771,352,180,79146,4.3,1.03,6180000,9093634.13
Nebraska,2013,Alexander Payne,115,12000000,17613460,274,433,91082,7.8,1.03,12360000,18141863.8
Now You See Me,2013,Louis Leterrier,125,75000000,117698894,629,384,447979,7.3,1.03,77250000,121229860.8
Oblivion,2013,Joseph Kosinski,124,120000000,89021735,892,539,387436,7,1.03,123600000,91692387.05
Oculus,2013,Mike Flanagan,104,5000000,27689474,339,336,85688,6.5,1.03,5150000,28520158.22
Olympus Has Fallen,2013,Antoine Fuqua,119,70000000,98895417,698,358,203154,6.5,1.03,72100000,101862279.5
One Direction: This Is Us,2013,Morgan Spurlock,106,10000000,28873374,68,83,22161,4.1,1.03,10300000,29739575.22
Out of the Furnace,2013,Scott Cooper,116,22000000,11326836,231,288,83171,6.8,1.03,22660000,11666641.08
Oz the Great and Powerful,2013,Sam Raimi,130,215000000,234903076,511,525,175413,6.4,1.03,221450000,241950168.3
Pacific Rim,2013,Guillermo del Toro,131,190000000,101785482,1106,575,381148,7,1.03,195700000,104839046.5
Pain & Gain,2013,Michael Bay,129,26000000,49874933,287,335,161168,6.5,1.03,26780000,51371180.99
Parker,2013,Taylor Hackford,118,35000000,17609982,141,224,90046,6.2,1.03,36050000,18138281.46
Peeples,2013,Tina Gordon Chism,95,15000000,9123834,33,43,4065,5.3,1.03,15450000,9397549.02
Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,106,90000000,68558662,204,183,86627,5.9,1.03,92700000,70615421.86
Prisoners,2013,Denis Villeneuve,153,46000000,60962878,620,454,383591,8.1,1.03,47380000,62791764.34
R.I.P.D.,2013,Robert Schwentke,96,130000000,33592415,210,208,91640,5.6,1.03,133900000,34600187.45
RED 2,2013,Dean Parisot,116,84000000,53215979,205,234,125036,6.7,1.03,86520000,54812458.37
Riddick,2013,David Twohy,127,38000000,41997790,343,302,125305,6.4,1.03,39140000,43257723.7
Runner Runner,2013,Brad Furman,88,30000000,19316646,95,184,52069,5.6,1.03,30900000,19896145.38
Safe Haven,2013,Lasse Hallström,115,28000000,71346930,160,184,78008,6.7,1.03,28840000,73487337.9
Saving Mr. Banks,2013,John Lee Hancock,125,35000000,83299761,306,405,117719,7.5,1.03,36050000,85798753.83
Scary Movie 5,2013,Malcolm D. Lee,88,20000000,32014289,177,153,50337,3.5,1.03,20600000,32974717.67
Side Effects,2013,Steven Soderbergh,106,30000000,32154410,274,450,148334,7.1,1.03,30900000,33119042.3
Snitch,2013,Ric Roman Waugh,112,15000000,42919096,122,238,64748,6.5,1.03,15450000,44206668.88
Star Trek Into Darkness,2013,J.J. Abrams,132,190000000,228756232,1171,590,395573,7.8,1.03,195700000,235618919
Texas Chainsaw 3D,2013,John Luessenhop,92,11000000,34334256,255,282,35131,4.8,1.03,11330000,35364283.68
The Best Man Holiday,2013,Malcolm D. Lee,123,17000000,70492685,64,56,11600,6.7,1.03,17510000,72607465.55
The Big Wedding,2013,Justin Zackham,89,35000000,21784432,108,133,37493,5.6,1.03,36050000,22437964.96
The Book Thief,2013,Brian Percival,131,19000000,21483154,236,252,98741,7.6,1.03,19570000,22127648.62
The Call,2013,Brad Anderson,94,13000000,51872378,266,285,88241,6.7,1.03,13390000,53428549.34
The Canyons,2013,Paul Schrader,99,250000,49494,87,162,8511,3.9,1.03,257500,50978.82
The Conjuring,2013,James Wan,112,20000000,137387272,807,511,300110,7.5,1.03,20600000,141508890.2
The Counselor,2013,Ridley Scott,138,25000000,16969390,431,336,80861,5.3,1.03,25750000,17478471.7
The Croods,2013,Kirk De Micco,98,135000000,187165546,195,257,150618,7.3,1.03,139050000,192780512.4
The Fifth Estate,2013,Bill Condon,128,28000000,3254172,105,224,29282,6.2,1.03,28840000,3351797.16
The Green Inferno,2013,Eli Roth,100,6000000,7186670,164,285,21468,5.4,1.03,6180000,7402270.1
The Heat,2013,Paul Feig,123,43000000,159578352,380,270,133177,6.6,1.03,44290000,164365702.6
The Hobbit: The Desolation of Smaug,2013,Peter Jackson,186,225000000,258355354,951,509,483540,7.9,1.03,231750000,266106014.6
The Host,2013,Andrew Niccol,125,40000000,26616999,347,298,92461,5.9,1.03,41200000,27415508.97
The Hunger Games: Catching Fire,2013,Francis Lawrence,146,130000000,424645577,706,502,498397,7.6,1.03,133900000,437384944.3
The Immigrant,2013,James Gray,120,16000000,1984743,70,230,20616,6.6,1.03,16480000,2044285.29
The Incredible Burt Wonderstone,2013,Don Scardino,100,30000000,22525921,158,260,60596,5.9,1.03,30900000,23201698.63
The Internship,2013,Shawn Levy,125,58000000,44665963,281,246,159931,6.3,1.03,59740000,46005941.89
The Knife of Don Juan,2013,Tom Sanchez,110,1200000,3830,1,1,27,7.2,1.03,1236000,3944.9
The Last Stand,2013,Jee-woon Kim,107,45000000,12026670,258,376,114241,6.4,1.03,46350000,12387470.1
The Lone Ranger,2013,Gore Verbinski,150,215000000,89289910,711,450,181792,6.5,1.03,221450000,91968607.3
The Mortal Instruments: City of Bones,2013,Harald Zwart,130,60000000,31165421,457,212,107028,6,1.03,61800000,32100383.63
The Purge,2013,James DeMonaco,85,3000000,64423650,578,361,139329,5.7,1.03,3090000,66356359.5
The Secret Life of Walter Mitty,2013,Ben Stiller,114,90000000,58229120,515,362,236421,7.3,1.03,92700000,59975993.6
The Smurfs 2,2013,Raja Gosnell,105,105000000,71017784,59,125,27257,5.4,1.03,108150000,73148317.52
The Spectacular Now,2013,James Ponsoldt,95,2500000,6851969,178,220,105591,7.1,1.03,2575000,7057528.07
The To Do List,2013,Maggie Carey,104,1500000,3447339,79,97,29517,5.8,1.03,1545000,3550759.17
The Way Way Back,2013,Nat Faxon,103,5000000,21501098,216,276,115813,7.4,1.03,5150000,22146130.94
The Wolf of Wall Street,2013,Martin Scorsese,240,100000000,116866727,1138,606,780588,8.2,1.03,103000000,120372728.8
The Wolverine,2013,James Mangold,138,120000000,132550960,533,440,328067,6.7,1.03,123600000,136527488.8
This Is the End,2013,Evan Goldberg,107,32000000,101470202,669,418,310540,6.7,1.03,32960000,104514308.1
Thor: The Dark World,2013,Alan Taylor,112,170000000,206360018,532,486,414070,7.1,1.03,175100000,212550818.5
Turbo,2013,David Soren,96,135000000,83024900,90,166,62424,6.5,1.03,139050000,85515647
Walking with Dinosaurs 3D,2013,Barry Cook,87,80000000,36073232,66,113,8913,5.2,1.03,82400000,37155428.96
Warm Bodies,2013,Jonathan Levine,98,35000000,66359959,326,452,184641,6.9,1.03,36050000,68350757.77
We're the Millers,2013,Rawson Marshall Thurber,118,37000000,150368971,301,289,316671,7,1.03,38110000,154880040.1
White House Down,2013,Roland Emmerich,131,150000000,73103784,434,339,164238,6.4,1.03,154500000,75296897.52
World War Z,2013,Marc Forster,123,190000000,202351611,995,654,465019,7,1.03,195700000,208422159.3
22 Jump Street,2014,Phil Lord,112,50000000,191616238,322,330,258186,7.1,1.01,50500000,193532400.4
3 Days to Kill,2014,McG,123,28000000,30688364,211,211,69355,6.2,1.01,28280000,30995247.64
300: Rise of an Empire,2014,Noam Murro,102,110000000,106369117,523,366,225273,6.2,1.01,111100000,107432808.2
A Haunted House 2,2014,Michael Tiddes,86,4000000,17314483,48,69,14621,4.7,1.01,4040000,17487627.83
A Million Ways to Die in the West,2014,Seth MacFarlane,136,40000000,42615685,416,303,136093,6.1,1.01,40400000,43041841.85
A Most Violent Year,2014,J.C. Chandor,125,20000000,5749134,180,350,45799,7,1.01,20200000,5806625.34
A Walk Among the Tombstones,2014,Scott Frank,114,28000000,25977365,207,253,87950,6.5,1.01,28280000,26237138.65
About Last Night,2014,Steve Pink,100,12500000,48637684,42,90,16979,6.1,1.01,12625000,49124060.84
Addicted,2014,Bille Woodruff,106,5000000,17382982,33,9,5975,5.2,1.01,5050000,17556811.82
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Miguel Arteta,81,28000000,66950483,85,119,29738,6.2,1.01,28280000,67619987.83
American Sniper,2014,Clint Eastwood,133,58800000,350123553,916,490,325264,7.3,1.01,59388000,353624788.5
And So It Goes,2014,Rob Reiner,94,18000000,15155772,48,107,8895,5.7,1.01,18180000,15307329.72
Annabelle,2014,John R. Leonetti,99,6500000,84263837,291,271,81699,5.4,1.01,6565000,85106475.37
Annie,2014,Will Gluck,118,65000000,85911262,213,176,24735,5.2,1.01,65650000,86770374.62
"As Above, So Below",2014,John Erick Dowdle,93,5000000,21197315,211,196,49948,6.1,1.01,5050000,21409288.15
Atlas Shrugged: Who Is John Galt?,2014,James Manera,99,5000000,830210,56,12,1900,4.4,1.01,5050000,838512.1
Beyond the Lights,2014,Gina Prince-Bythewood,116,7000000,14612840,37,71,11191,6.9,1.01,7070000,14758968.4
Big Eyes,2014,Tim Burton,106,10000000,14479776,147,325,55539,7,1.01,10100000,14624573.76
Big Hero 6,2014,Don Hall,102,165000000,222487711,433,384,279093,7.9,1.01,166650000,224712588.1
Birdman or (The Unexpected Virtue of Ignorance),2014,Alejandro G. Iñárritu,119,18000000,42335698,1101,588,395087,7.8,1.01,18180000,42759054.98
Black or White,2014,Mike Binder,121,9000000,21569041,57,91,8058,6.6,1.01,9090000,21784731.41
Blended,2014,Frank Coraci,117,40000000,46280507,184,173,87165,6.5,1.01,40400000,46743312.07
Born to Fly: Elizabeth Streb vs. Gravity,2014,Catherine Gund,82,500000,21199,10,10,40,6.8,1.01,505000,21410.99
Boyhood,2014,Richard Linklater,165,4000000,25359200,836,548,266020,8,1.01,4040000,25612792
Captain America: The Winter Soldier,2014,Anthony Russo,136,170000000,259746958,742,576,496749,7.8,1.01,171700000,262344427.6
Dawn of the Planet of the Apes,2014,Matt Reeves,130,170000000,208543795,620,521,317542,7.6,1.01,171700000,210629233
Deliver Us from Evil,2014,Scott Derrickson,118,30000000,30523568,201,242,54447,6.2,1.01,30300000,30828803.68
Devil's Due,2014,Matt Bettinelli-Olpin,89,7000000,15818967,120,137,13913,4,1.01,7070000,15977156.67
Divergent,2014,Neil Burger,139,85000000,150832203,713,459,341058,6.7,1.01,85850000,152340525
Dolphin Tale 2,2014,Charles Martin Smith,107,36000000,42019483,33,54,6069,6.4,1.01,36360000,42439677.83
Dracula Untold,2014,Gary Shore,92,70000000,55942830,423,261,138582,6.3,1.01,70700000,56502258.3
Draft Day,2014,Ivan Reitman,110,25000000,28831145,113,159,39357,6.8,1.01,25250000,29119456.45
Dumb and Dumber To,2014,Bobby Farrelly,109,35000000,86208010,285,218,97045,5.7,1.01,35350000,87070090.1
Earth to Echo,2014,Dave Green,91,13000000,38916903,149,112,15664,5.8,1.01,13130000,39306072.03
Edge of Tomorrow,2014,Doug Liman,113,178000000,100189501,741,585,431620,7.9,1.01,179780000,101191396
Endless Love,2014,Shana Feste,104,20000000,23393765,76,98,31323,6.3,1.01,20200000,23627702.65
Falcon Rising,2014,Ernie Barbarash,103,4500000,8691,32,29,4952,5.8,1.01,4545000,8777.91
Fury,2014,David Ayer,134,68000000,85707116,701,406,303185,7.6,1.01,68680000,86564187.16
Get on Up,2014,Tate Taylor,139,30000000,30513940,104,165,15843,6.9,1.01,30300000,30819079.4
Gone Girl,2014,David Fincher,149,61000000,167735396,1127,568,569841,8.1,1.01,61610000,169412750
Guardians of the Galaxy,2014,James Gunn,121,170000000,333130696,1097,653,682155,8.1,1.01,171700000,336462003
Happy Christmas,2014,Joe Swanberg,82,70000,30084,23,65,5507,5.6,1.01,70700,30384.84
Heaven Is for Real,2014,Randall Wallace,99,12000000,91443253,153,82,21034,5.8,1.01,12120000,92357685.53
Hercules,2014,Brett Ratner,101,100000000,72660029,269,245,115687,6,1.01,101000000,73386629.29
Horrible Bosses 2,2014,Sean Anders,116,42000000,54414716,187,196,114294,6.3,1.01,42420000,54958863.16
How to Train Your Dragon 2,2014,Dean DeBlois,102,145000000,176997107,343,292,221128,7.9,1.01,146450000,178767078.1
If I Stay,2014,R.J. Cutler,107,11000000,50461335,132,141,83893,6.8,1.01,11110000,50965948.35
Inherent Vice,2014,Paul Thomas Anderson,148,20000000,8093318,242,401,61935,6.7,1.01,20200000,8174251.18
Interstellar,2014,Christopher Nolan,169,165000000,187991439,2725,712,928227,8.6,1.01,166650000,189871353.4
Into the Storm,2014,Steven Quale,89,50000000,47553512,210,228,54101,5.8,1.01,50500000,48029047.12
Into the Woods,2014,Rob Marshall,125,50000000,127997349,779,321,101178,6,1.01,50500000,129277322.5
It Follows,2014,David Robert Mitchell,100,2000000,14673301,631,533,112899,6.9,1.01,2020000,14820034.01
Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,105,60000000,50549107,289,313,99035,6.2,1.01,60600000,51054598.07
Jersey Boys,2014,Clint Eastwood,134,40000000,47034272,190,249,25465,6.9,1.01,40400000,47504614.72
Kill the Messenger,2014,Michael Cuesta,112,5000000,2445646,99,163,32382,7,1.01,5050000,2470102.46
Left Behind,2014,Vic Armstrong,110,16000000,13998282,374,169,24854,3.1,1.01,16160000,14138264.82
Let's Be Cops,2014,Luke Greenfield,104,17000000,82389560,147,129,106820,6.5,1.01,17170000,83213455.6
Locker 13,2014,Bruce Dellis,95,300000,2468,5,10,241,4.8,1.01,303000,2492.68
Maleficent,2014,Robert Stromberg,97,180000000,241407328,634,401,252257,7,1.01,181800000,243821401.3
Million Dollar Arm,2014,Craig Gillespie,124,25000000,36447959,96,151,35833,7,1.01,25250000,36812438.59
Moms' Night Out,2014,Andrew Erwin,98,5000000,10429707,125,49,10483,5.4,1.01,5050000,10534004.07
Mr. Peabody & Sherman,2014,Rob Minkoff,92,145000000,111505642,130,196,47900,6.9,1.01,146450000,112620698.4
Muppets Most Wanted,2014,James Bobin,119,50000000,51178893,110,277,24285,6.4,1.01,50500000,51690681.93
Need for Speed,2014,Scott Waugh,132,66000000,43568507,346,327,136954,6.5,1.01,66660000,44004192.07
Neighbors,2014,Nicholas Stoller,97,18000000,150056505,397,351,216581,6.4,1.01,18180000,151557070.1
Night at the Museum: Secret of the Tomb,2014,Shawn Levy,98,127000000,113733726,126,154,67223,6.2,1.01,128270000,114871063.3
Nightcrawler,2014,Dan Gilroy,117,8500000,32279955,552,534,293304,7.9,1.01,8585000,32602754.55
No Good Deed,2014,Sam Miller,84,13200000,52543632,84,58,12676,5.6,1.01,13332000,53069068.32
Noah,2014,Darren Aronofsky,138,125000000,101160529,1240,434,200022,5.8,1.01,126250000,102172134.3
Not Cool,2014,Shane Dawson,93,600000,35688,72,6,4167,5.1,1.01,606000,36044.88
Obvious Child,2014,Gillian Robespierre,84,1000000,3122616,73,155,16594,6.8,1.01,1010000,3153842.16
Ouija,2014,Stiles White,89,5000000,50820940,159,183,31915,4.4,1.01,5050000,51329149.4
Paranormal Activity: The Marked Ones,2014,Christopher Landon,101,5000000,32453345,155,220,31791,5,1.01,5050000,32777878.45
Penguins of Madagascar,2014,Eric Darnell,92,132000000,83348920,118,153,60230,6.7,1.01,133320000,84182409.2
Ride Along,2014,Tim Story,99,25000000,134141530,109,146,75903,6.2,1.01,25250000,135482945.3
Rio 2,2014,Carlos Saldanha,101,103000000,131536019,99,159,58498,6.4,1.01,104030000,132851379.2
RoboCop,2014,José Padilha,117,100000000,58607007,630,492,182910,6.2,1.01,101000000,59193077.07
Rosewater,2014,Jon Stewart,103,5000000,3093491,37,129,8307,6.6,1.01,5050000,3124425.91
Rudderless,2014,William H. Macy,105,5000000,37440,60,44,12672,7.5,1.01,5050000,37814.4
Sabotage,2014,David Ayer,109,35000000,10499968,212,233,47502,5.7,1.01,35350000,10604967.68
Seventh Son,2014,Sergey Bodrov,102,95000000,17176900,154,175,54501,5.5,1.01,95950000,17348669
